ApartmentName,URL,Beds,Baths,Cost,SquareFeet,Library,Fitness Center,Distance,Location
The Zone Apartments,https://aggiesearch.tamu.edu/housing/property/the-zone/9h39zc6,4,2,$409 / Bedroom,"1,289",0,1,1.3,South
The Zone Apartments,https://aggiesearch.tamu.edu/housing/property/the-zone/9h39zc6,4,4,$449 / Bedroom,"1,398",0,1,1.3,South
"Park West AptsTake over lease that expires in July 2021, 6th Floor fully furnished, private  (Sublet / Shared Space)",https://aggiesearch.tamu.edu/housing/property/park-west-aptstake-over-lease-that-expires-in-july-2021-6th-floor-fully-furnished-private-/ocp8b49jt2,1,1,$645 / Bedroom,,0,1,1.1,South
Uptown 408 Apartments,https://aggiesearch.tamu.edu/housing/property/uptown-408/le41lpf,1,1.5,$1175,829,0,0,0.5,Central
"The Cottages Apartments, close to campus and furnished (Sublet)",https://aggiesearch.tamu.edu/housing/property/the-cottages-apartments-close-to-campus-and-furnished/ocpnhjwwzm,1,4,$515 - $545 / Bedroom,"1,408",0,1,1.5,South
Park West Tower 4x4 Apartments (Sublet),https://aggiesearch.tamu.edu/housing/property/park-west-tower-4x4-apartments/ocpl417xxe,1,4,$770 / Bedroom,"1,361",0,1,0.9,South
Crossing Place Apartments,https://aggiesearch.tamu.edu/housing/property/crossing-place/pl57czt,4,2,$379 / Bedroom,"1,107",0,1,2.5,South
1810 Treehouse Trail. Move in ready! Rental,https://aggiesearch.tamu.edu/housing/property/1810-treehouse-trail-move-in-ready/ocph7mznq3,3,2,"$1,100","1,260",0,0,2.7,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,2,2,$729 / Bedroom,,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,2,2.5,$589 / Bedroom,,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,4,2.5,$494 / Bedroom,,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,4,4,$544 / Bedroom,,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,4,4,$559 / Bedroom,,0,1,1.6,South
"Brand New House w/ move in date of August 13, 2021 ISO one male roommate Rental (Sublet)",https://aggiesearch.tamu.edu/housing/property/brand-new-house-w-move-in-date-of-august-13-2021-iso-one-male-roommate/ocp4v1tr7h,5,5,$640 / Bedroom,,0,0,3.1,South
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,"$1,330","1,040",0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,"$1,330","1,040",0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,$955,660,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,"$1,030",744,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,"$1,035",735,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,"$1,060",752,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,"$1,315","1,007",0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,"$1,325","1,037",0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,"$1,330","1,042",0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,3,2,"$1,590","1,273",0,1,2.8,East
Lincoln Avenue House Rental (Shared Space),https://aggiesearch.tamu.edu/housing/property/lincoln-avenue-house/ocpb0pj4zb,1,2,$600 / Bedroom,"1,300",0,0,1.2,East
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,1,1,$950,731,0,1,1.1,North
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,1,1,$999,731,0,1,1.1,North
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,2,2,"$1,100",983,0,1,1.1,North
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,2,2,"$1,175",983,0,1,1.1,North
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,1,1,"$1,100 / Bedroom",863,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,$640 / Bedroom,950,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,$640 / Bedroom,982,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,$680 / Bedroom,"1,025",0,1,1.4,South
