ApartmentName,URL,Beds,Baths,Cost,SquareFeet,Library,Fitness Center,Distance,Location
Crossing Place Apartments,https://aggiesearch.tamu.edu/housing/property/crossing-place/pl57czt,4,2,1516,1107,0,1,2.5,South
1810 Treehouse Trail. Move in ready! Rental,https://aggiesearch.tamu.edu/housing/property/1810-treehouse-trail-move-in-ready/ocph7mznq3,3,2,1100,1260,0,0,2.7,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,2,2,1458,948,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,2,2.5,1178,1275,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,4,2.5,1976,2170,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,4,4,2176,1542,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,4,4,2236,1542,0,1,1.6,South
"Brand New House w/ move in date of August 13, 2021 ISO one male roommate Rental (Sublet)",https://aggiesearch.tamu.edu/housing/property/brand-new-house-w-move-in-date-of-august-13-2021-iso-one-male-roommate/ocp4v1tr7h,5,5,3200,2179,0,0,3.1,South
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,1330,1040,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,1330,1040,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,955,660,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,1030,744,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,1035,735,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,1,1,1060,752,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,1315,1007,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,1325,1037,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,2,2,1330,1042,0,1,2.8,East
Ariza College Station Apartments,https://aggiesearch.tamu.edu/housing/property/ariza-college-station/ddgddfl,3,2,1590,1273,0,1,2.8,East
Lincoln Avenue House Rental (Shared Space),https://aggiesearch.tamu.edu/housing/property/lincoln-avenue-house/ocpb0pj4zb,1,2,600,1300,0,0,1.2,East
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,1,1,950,731,0,1,1.1,North
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,1,1,999,731,0,1,1.1,North
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,2,2,1100,983,0,1,1.1,North
Forest Pines Apartments,https://aggiesearch.tamu.edu/housing/property/forest-pines-apartments/3m6vvtg,2,2,1175,983,0,1,1.1,North
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,1,1,1100,863,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,1280,950,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,1280,982,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,1360,1025,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,1380,1084,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2.5,1420,1315,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,2,2,1580,1277,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,3,3,1635,1223,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,4,4,2040,1356,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,4,4,2140,1947,0,1,1.4,South
The Lofts at Wolf Pen Creek,https://aggiesearch.tamu.edu/housing/property/the-lofts-at-wolf-pen-creek/zx536cx,1,1,960,612,0,1,1.4,South
Bosque Rental (Shared Space),https://aggiesearch.tamu.edu/housing/property/bosque/ocpyw4w91s,2,1.5,675,700,0,0,2.8,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,2,2,1458,948,0,1,1.6,South
Callaway Villas Apartments,https://aggiesearch.tamu.edu/housing/property/callaway-villas/ocpshbrhg5,2,2.5,1178,1275,0,1,1.6,South
